Gene_name GCF_000013365.1_ASM1336v1_genomic.gff GCF_000020445.1_ASM2044v1_genomic.gff GCF_000195775.1_ASM19577v1_genomic.gff GCF_003031245.1_ASM303124v1_genomic.gff GCF_003031265.1_ASM303126v1_genomic.gff GCF_007005445.1_ASM700544v1_genomic.gff GCF_013415845.1_ASM1341584v1_genomic.gff GCF_016584445.1_ASM1658444v1_genomic.gff
bioF_1 0 0 0 1 0 0 0 0
cbbY_1 0 0 0 1 0 0 0 0
cmpR_3 0 0 0 1 0 0 0 0
cbbL1 0 0 0 1 0 0 0 0
cbbS1 0 0 0 1 0 0 0 0
nirQ_2 0 0 0 1 0 0 0 0
egtC 0 0 0 1 1 1 0 0
pdxA 0 0 0 1 0 1 1 0
ugpQ 0 0 0 1 0 0 0 0
acyP 0 0 0 1 0 0 1 0
LRA5_1 0 0 0 1 0 0 0 0
mhpD 0 0 0 1 0 0 0 0
mhpC_2 0 0 0 1 0 0 0 0
cmtAa 0 0 0 1 0 0 0 0
cmtAb 0 0 0 1 0 0 0 0
cmtAd 0 0 0 1 0 0 0 0
hsaC 0 0 0 1 0 0 0 0
slmA_1 0 0 0 1 0 0 0 0
hcaF 0 0 0 1 0 0 0 0
cbdA 0 0 0 1 0 0 0 0
gloB_3 0 0 0 1 0 0 0 0
mlhB 0 0 0 1 0 0 0 0
malT 0 0 0 1 0 0 0 0
fadJ_2 0 0 0 1 0 0 0 0
ydaP 0 0 0 1 1 0 0 0
cdhB 0 0 0 1 1 0 0 0
nicR 0 0 0 1 1 0 0 0
slmA_2 0 0 0 1 0 0 0 0
ydhP 0 0 0 1 1 0 0 0
pccB_3 0 0 0 1 0 0 1 0
LRA5_2 0 0 0 1 0 0 0 0
amiD_2 0 0 0 1 0 0 0 0
ybiS_2 0 0 0 1 1 0 0 0
rbsA 0 0 0 1 0 1 0 0
arnC_1 0 0 0 1 1 0 0 0
echA8_4 0 0 0 1 1 1 1 0
hcaR_2 0 0 0 1 0 0 0 0
glnQ_3 0 0 0 1 1 0 0 0
vapC_3 0 0 0 1 1 1 0 0
betI_3 0 0 0 1 0 0 0 0
hldE 0 0 0 1 0 0 0 0
ybhN_1 0 0 0 1 1 1 0 0
arnC_2 0 0 0 1 1 0 0 0
mgtA_1 0 0 0 1 1 0 0 0
tagO 0 0 0 1 1 0 0 0
cysL 0 0 0 1 0 0 0 0
bepC_3 0 0 0 1 0 0 0 0
insK 0 0 0 1 0 0 0 0
per 0 0 0 1 0 0 0 0
epsM 0 0 0 1 0 0 0 0
tagH 0 0 0 1 0 1 0 0
rfbJ 0 0 0 1 0 0 0 0
tam_5 0 0 0 1 0 0 0 0
relE2 0 0 0 1 0 1 0 0
nirK 0 0 0 1 0 1 0 0
ftsH4 0 0 0 1 1 1 0 0
mgtA_2 0 0 0 1 1 0 0 0
gph 0 0 0 1 1 0 0 0
yghA 0 0 0 1 1 0 0 0
yafQ 0 0 0 1 0 0 1 0
artM 0 0 0 1 1 0 0 0
ttgB 0 0 0 1 1 0 0 0
lcfB_9 0 0 0 1 0 0 0 0
cntO 0 0 0 1 0 1 1 0
cbbY_2 0 0 0 1 0 0 0 0
bioF_2 0 0 0 1 0 0 0 0
mcl2_2 0 0 0 1 1 1 0 0
nimR_5 0 0 0 1 0 0 0 0
yfdE_2 0 0 0 1 1 0 0 0
oprF 0 0 0 1 1 0 0 0
ligC_2 0 0 0 1 1 0 0 0
mmgB 0 0 0 1 1 0 0 0
treS 0 0 0 1 1 0 0 0
rsrIM 0 0 0 1 0 0 0 0
rtcB 0 0 0 1 0 0 0 0
noc 0 0 0 1 0 0 0 0
argD 0 0 0 1 1 1 0 0
ybhN_2 0 0 0 1 1 1 0 0
erfK_2 0 0 0 1 0 0 0 0
qseB_2 0 0 0 1 1 1 1 0
clcD_2 0 0 0 1 1 0 1 0
dnaN_1 0 0 0 0 1 0 0 0
galE1 0 0 0 0 1 1 0 0
polS 0 0 0 0 1 0 0 0
yedJ 0 0 0 0 1 0 1 0
tetC 0 0 0 0 1 1 0 0
sppA 0 0 0 0 1 0 0 0
cpoB_1 0 0 0 0 1 0 0 0
emrY 0 0 0 0 1 0 0 0
ytfP 0 0 0 0 1 0 0 0
dnaG_1 0 0 0 0 1 0 0 0
anfK 0 0 0 0 1 1 0 0
sigK_1 0 0 0 0 1 1 0 0
ucpA 0 0 0 0 1 0 0 0
cpoB_2 0 0 0 0 1 0 0 0
fadR 0 0 0 0 1 0 0 0
atm1_1 0 0 0 0 1 0 0 0
nrtC_1 0 0 0 0 1 0 0 0
pgrR 0 0 0 0 1 1 0 0
bchN_3 0 0 0 0 1 0 0 0
ssb_1 0 0 0 0 1 0 0 0
dnaN_2 0 0 0 0 1 0 0 0
dnaG_2 0 0 0 0 1 0 0 0
rfaH 0 0 0 0 1 0 0 0
argP 0 0 0 0 1 1 0 0
padC 0 0 0 0 1 0 0 0
cmpD 0 0 0 0 1 0 0 0
ssb_2 0 0 0 0 1 0 0 0
uctC 0 0 0 0 1 0 0 0
cat 0 0 0 0 1 1 0 0
trmR 0 0 0 0 1 0 1 0
ybiS_3 0 0 0 0 1 0 0 0
vhb 0 0 0 0 1 1 0 0
alkJ_4 0 0 0 0 1 0 1 0
bepA_5 0 0 0 0 1 0 1 0
atm1_2 0 0 0 0 1 0 0 0
hddA 0 0 0 0 1 0 0 0
aptA_1 0 0 0 0 1 0 0 0
aptB_1 0 0 0 0 1 0 0 0
hddC 0 0 0 0 1 0 0 0
colD 0 0 0 0 1 0 0 0
aptB_2 0 0 0 0 1 0 0 0
aptA_2 0 0 0 0 1 0 0 0
wbgU 0 0 0 0 1 1 0 0
pglA_1 0 0 0 0 1 0 0 0
pglK 0 0 0 0 1 0 0 0
gmhA1 0 0 0 0 1 0 0 0
fcl 0 0 0 0 1 0 0 0
pglA_2 0 0 0 0 1 0 0 0
nrtC_2 0 0 0 0 1 0 0 0
dhlB 0 0 0 0 1 0 0 0
ndhB_4 0 0 0 0 1 1 0 0
mdoC 0 0 0 0 1 0 1 0
panE 0 0 0 0 1 1 0 0
nifK_6 0 0 0 0 1 0 0 0
sigK_2 0 0 0 0 1 1 0 0
acdA_6 0 0 0 0 1 0 0 0
rnz 0 0 0 0 0 1 0 0
tpf1 0 0 0 0 0 1 0 0
mntA 0 0 0 0 0 1 0 0
tdiR 0 0 0 0 0 1 0 0
ygaV 0 0 0 0 0 1 0 0
steT 0 0 0 0 0 1 0 0
ptsJ_1 0 0 0 0 0 1 0 0
alaS_1 0 0 0 0 0 1 0 0
tolQ 0 0 0 0 0 1 0 0
groL1 0 0 0 0 0 1 1 0
cobV_1 0 0 0 0 0 1 0 0
bpoC 0 0 0 0 0 1 0 0
metI 0 0 0 0 0 1 0 0
gsiB 0 0 0 0 0 1 0 0
atzF 0 0 0 0 0 1 0 0
nreC 0 0 0 0 0 1 1 0
cph1 0 0 0 0 0 1 0 0
ttgG_1 0 0 0 0 0 1 0 0
ywnA 0 0 0 0 0 1 0 0
cmpB 0 0 0 0 0 1 1 0
cheR2_1 0 0 0 0 0 1 0 0
macA 0 0 0 0 0 1 0 0
parE1 0 0 0 0 0 1 0 0
cheR2_2 0 0 0 0 0 1 0 0
tmoT 0 0 0 0 0 1 0 0
bicA 0 0 0 0 0 1 0 0
eamB 0 0 0 0 0 1 0 0
cobV_2 0 0 0 0 0 1 0 0
bepD 0 0 0 0 0 1 0 0
mrpD_1 0 0 0 0 0 1 0 0
uspE 0 0 0 0 0 1 0 0
fcuA_3 0 0 0 0 0 1 0 0
ziaR 0 0 0 0 0 1 0 0
besA 0 0 0 0 0 1 0 0
speE 0 0 0 0 0 1 0 0
rcp1 0 0 0 0 0 1 1 0
hdeD 0 0 0 0 0 1 0 0
aaeB 0 0 0 0 0 1 0 0
vapB_1 0 0 0 0 0 1 0 0
wcaJ_1 0 0 0 0 0 1 0 0
mnhC1_1 0 0 0 0 0 1 0 0
mrpD_2 0 0 0 0 0 1 0 0
mnhE1_1 0 0 0 0 0 1 0 0
mrpF_1 0 0 0 0 0 1 0 0
yggS_1 0 0 0 0 0 1 0 0
yfeW 0 0 0 0 0 1 0 0
cdsA 0 0 0 0 0 1 0 0
dppC 0 0 0 0 0 1 0 0
mrpF_2 0 0 0 0 0 1 0 0
mnhE1_2 0 0 0 0 0 1 0 0
mrpD_3 0 0 0 0 0 1 0 0
mnhC1_2 0 0 0 0 0 1 0 0
mrpA 0 0 0 0 0 1 0 0
fcuA_4 0 0 0 0 0 1 0 0
algA_1 0 0 0 0 0 1 0 0
apaH 0 0 0 0 0 1 1 0
wcaJ_2 0 0 0 0 0 1 0 0
higA 0 0 0 0 0 1 0 0
exbB_3 0 0 0 0 0 1 0 0
uvrD1 0 0 0 0 0 1 0 0
mnmC_1 0 0 0 0 0 1 0 0
yibF_1 0 0 0 0 0 1 0 0
coxS_1 0 0 0 0 0 1 0 0
alaS_2 0 0 0 0 0 1 0 0
ttgG_2 0 0 0 0 0 1 0 0
flgK_1 0 0 0 0 0 1 0 0
mnmC_2 0 0 0 0 0 1 0 0
iolX 0 0 0 0 0 1 0 0
kpsM 0 0 0 0 0 1 0 0
sacA 0 0 0 0 0 1 0 0
rmlB 0 0 0 0 0 1 0 0
rfbC_1 0 0 0 0 0 1 0 0
rfbC_2 0 0 0 0 0 1 0 0
algA_2 0 0 0 0 0 1 0 0
vapB_2 0 0 0 0 0 1 0 0
bdhA 0 0 0 0 0 1 0 0
ndhB_5 0 0 0 0 0 1 0 0
aer 0 0 0 0 0 1 0 0
yjcS 0 0 0 0 0 1 0 0
ilvE 0 0 0 0 0 1 0 0
yibF_2 0 0 0 0 0 1 0 0
glnG 0 0 0 0 0 1 0 0
degP_4 0 0 0 0 0 1 0 0
rfuC 0 0 0 0 0 1 0 0
celH 0 0 0 0 0 1 0 0
hesB1 0 0 0 0 0 1 0 0
hesB2 0 0 0 0 0 1 0 0
flgK_2 0 0 0 0 0 1 0 0
flaB3 0 0 0 0 0 1 0 0
coxS_2 0 0 0 0 0 1 0 0
oxyS 0 0 0 0 0 1 1 0
gltC_3 0 0 0 0 0 1 0 0
cynR_3 0 0 0 0 0 1 0 0
hmuU_3 0 0 0 0 0 1 0 0
menI 0 0 0 0 0 1 0 0
ptsJ_2 0 0 0 0 0 1 0 0
rhtC 0 0 0 0 0 1 0 0
PROSC_1 0 0 0 0 0 1 0 0
PROSC_2 0 0 0 0 0 1 0 0
yjlD 0 0 0 0 0 1 0 0
COQ5_5 0 0 0 0 0 1 0 0
lrgA 0 0 0 0 0 1 0 0
ycfT 0 0 0 0 0 1 0 0
emrA 0 0 0 0 0 1 0 0
yqjI 0 0 0 0 0 1 0 0
cobS 0 0 0 0 0 1 0 0
hipA 0 0 0 0 0 1 0 0
hin 0 0 0 0 0 1 1 0
ribN_3 0 0 0 0 0 1 0 0
sdcS 0 0 0 0 0 1 0 0
truC 0 0 0 0 0 1 0 0
yggS_2 0 0 0 0 0 1 0 0
chrR_3 0 0 0 0 0 1 0 0
rutD_3 0 0 0 0 0 1 0 0
paaG_6 0 0 0 0 0 1 0 0
puuB 0 0 0 0 0 1 0 0
hcaB_5 0 0 0 0 0 1 0 0
caiC 0 0 0 0 0 1 0 0
oppF_3 0 0 0 0 0 1 0 0
fptA 0 0 0 0 0 0 1 0
yhdG_1 0 0 0 0 0 0 1 0
dppA_1 0 0 0 0 0 0 1 0
groS1_1 0 0 0 0 0 0 1 0
yutF 0 0 0 0 0 0 1 0
rutE_1 0 0 0 0 0 0 1 0
groS1_2 0 0 0 0 0 0 1 0
cmpC 0 0 0 0 0 0 1 0
cooS1 0 0 0 0 0 0 1 0
uvrA_1 0 0 0 0 0 0 1 0
dppA_2 0 0 0 0 0 0 1 0
ctrA_1 0 0 0 0 0 0 1 0
ctrA_2 0 0 0 0 0 0 1 0
nodD2 0 0 0 0 0 0 1 0
pqqCD_1 0 0 0 0 0 0 1 0
pqqCD_2 0 0 0 0 0 0 1 0
bchB_1 0 0 0 0 0 0 1 0
bchB_2 0 0 0 0 0 0 1 0
apxIB 0 0 0 0 0 0 1 0
ribH 0 0 0 0 0 0 1 0
hppA_1 0 0 0 0 0 0 1 0
hppA_2 0 0 0 0 0 0 1 0
yceJ_4 0 0 0 0 0 0 1 0
yhdG_2 0 0 0 0 0 0 1 0
ftsH_3 0 0 0 0 0 0 1 0
uvrA_2 0 0 0 0 0 0 1 0
sotB_1 0 0 0 0 0 0 1 0
degS 0 0 0 0 0 0 1 0
cheB_6 0 0 0 0 0 0 1 0
sotB_2 0 0 0 0 0 0 1 0
tsaQ1_3 0 0 0 0 0 0 1 0
yisK_3 0 0 0 0 0 0 1 0
pvuIIM 0 0 0 0 0 0 1 0
mshA_8 0 0 0 0 0 0 1 0
cmpD_5 0 0 0 0 0 0 1 0
rutE_2 0 0 0 0 0 0 1 0
dpnC 0 0 0 0 0 0 1 0
ramB_1 0 0 0 0 0 0 1 0
ramB_2 0 0 0 0 0 0 1 0
livH_20 0 0 0 0 0 0 1 0
mshA_9 0 0 0 0 0 0 1 0
cydB 0 0 0 0 0 0 1 0
btuB_7 0 0 0 0 0 0 1 0
cckA_5 0 0 0 0 0 0 0 1
